Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Products_Purchased,Industry,Zip_Code,City,State,Latitude,Longitude,Churn
"Interactive Research Solutions","2013-06-01","151531","12","2014-06-01","2013-12-01","81716","8038079101","premium_plus","telecom","38302","Jackson","TN","35.6144446","-88.8177418","0"
"Interactive Research Solutions","2013-06-01","212148","12","2015-06-01","2014-12-01","81716","8038079101","premium_plus","telecom","38302","Jackson","TN","35.6144446","-88.8177418","0"
"Interactive Research Solutions","2013-06-01","120125","12","2016-06-01","2015-12-01","81716","8038079101","premium_plus","telecom","38302","Jackson","TN","35.6144446","-88.8177418","0"
"Interactive Research Solutions","2013-06-01","129153","36","2019-06-01","2018-12-01","81716","8038079101","premium_plus","telecom","38302","Jackson","TN","35.6144446","-88.8177418","0"
"Interactive Research Solutions","2013-06-01","63866","12","2020-06-01","2019-12-01","81716","8038079101","premium_plus","telecom","38302","Jackson","TN","35.6144446","-88.8177418","0"
"Interactive Research Solutions","2013-06-01","160161","12","2021-06-01","2020-12-01","81716","8038079101","premium_plus","telecom","38302","Jackson","TN","35.6144446","-88.8177418","0"
"Interactive Solutions","2012-04-01","99681","24","2014-04-01","2013-10-01","42222","3635872892","enterprise","financial services","66756","Mulberry","KS","37.5569911","-94.6219034","1"
"Interactive Source Architecture","2017-01-01","39258","12","2018-01-01","2017-07-01","27661","3559638429","business_critical","financial services","17878","Stillwater","PA","41.1489732","-76.3657741","1"
"Interactive Star","2011-06-01","177198","12","2012-06-01","2011-12-01","55841","5332252257","enterprise","manufacturing","95347","Moccasin","CA","37.8107616","-120.2999137","0"
"Interactive Star","2011-06-01","126806","24","2014-06-01","2013-12-01","55841","5332252257","enterprise","manufacturing","95347","Moccasin","CA","37.8107616","-120.2999137","0"
"Interactive Star","2011-06-01","241050","24","2016-06-01","2015-12-01","55841","5332252257","enterprise","manufacturing","95347","Moccasin","CA","37.8107616","-120.2999137","0"
"Interactive Star Direct","2010-06-01","150855","36","2013-06-01","2012-12-01","35726","4270051096","premium_plus","manufacturing","15222","Pittsburgh","PA","40.4416941","-79.9900861","0"
"Interactive Star Direct","2010-06-01","312365","12","2014-06-01","2013-12-01","35726","4270051096","premium_plus","manufacturing","15222","Pittsburgh","PA","40.4416941","-79.9900861","0"
"Interactive Star Direct","2010-06-01","100110","36","2017-06-01","2016-12-01","35726","4270051096","premium_plus","manufacturing","15222","Pittsburgh","PA","40.4416941","-79.9900861","0"
"Interactive Universal Galaxy","2017-07-01","222445","36","2020-07-01","2020-01-01","66630","7559590250","enterprise","financial services","80034","Wheat Ridge","CO","39.766098","-105.0772063","1"
"Internet Alpha","2018-11-01","77558","24","2020-11-01","2020-05-01","53354","7190629328","business_critical","telecom","76205","Denton","TX","33.1838787","-97.1413417","1"
"Internet Contract","2012-04-01","11667","12","2013-04-01","2012-10-01","35159","2941189527","enterprise","financial services","99704","Clear","AK","64.287964","-149.1477567","0"
"Internet Contract","2012-04-01","14879","12","2014-04-01","2013-10-01","35159","2941189527","enterprise","financial services","99704","Clear","AK","64.287964","-149.1477567","0"
"Internet Contract","2012-04-01","18045","24","2016-04-01","2015-10-01","35159","2941189527","enterprise","financial services","99704","Clear","AK","64.287964","-149.1477567","0"
"Internet Contract","2012-04-01","14297","12","2017-04-01","2016-10-01","35159","2941189527","enterprise","financial services","99704","Clear","AK","64.287964","-149.1477567","1"
"Internet Hill Max","2014-03-01","165073","12","2015-03-01","2014-09-01","17896","1308583992","enterprise","other","04290","Peru","ME","44.50679","-70.405884","1"
"Internet Industries Pacific","2018-03-01","259116","12","2019-03-01","2018-09-01","50644","5981633053","premium_plus","healthcare","79370","Spur","TX","33.4764767","-100.855685","1"
"Internet Innovation Electronics","2014-11-01","117171","12","2015-11-01","2015-05-01","56437","7608612206","business_critical","retail","76247","Justin","TX","33.0848442","-97.2961286","1"
"Internet Network Application","2019-01-01","125871","24","2021-01-01","2020-07-01","48162","6132941004","premium_plus","telecom","37076","Hermitage","TN","36.1961664","-86.6224959","0"
"Internet Network Application","2019-01-01","167582","24","2023-01-01","2022-07-01","48162","6132941004","premium_plus","telecom","37076","Hermitage","TN","36.1961664","-86.6224959","0"
"Internet Software Consulting","2020-09-01","160155","24","2022-09-01","2022-03-01","70009","9814946833","enterprise","energy","44659","Mount Eaton","OH","40.6945024","-81.7031847","0"
"Internet Solutions","2013-03-01","10000","36","2016-03-01","2015-09-01","65288","6331955300","business_critical","other","96862","Barbers Point","HI","","","0"
"Internet Solutions","2013-03-01","11160","24","2018-03-01","2017-09-01","65288","6331955300","business_critical","other","96862","Barbers Point","HI","","","0"
"Internet Solutions","2013-03-01","10000","12","2019-03-01","2018-09-01","65288","6331955300","business_critical","other","96862","Barbers Point","HI","","","0"
"Internet Solutions","2013-03-01","14482","24","2021-03-01","2020-09-01","65288","6331955300","business_critical","other","96862","Barbers Point","HI","","","0"
"Internet South Vision","2018-06-01","40424","36","2021-06-01","2020-12-01","58258","7135809484","premium_plus","insurance","57640","Lodgepole","SD","45.8047219","-102.6607138","1"
"Internet Systems Digital","2014-07-01","159108","36","2017-07-01","2017-01-01","54513","6946989992","enterprise","healthcare","72015","Benton","AR","34.5645372","-92.586828","0"
"Internet Systems Digital","2014-07-01","110982","24","2019-07-01","2019-01-01","54513","6946989992","enterprise","healthcare","72015","Benton","AR","34.5645372","-92.586828","0"
"Internet Systems Digital","2014-07-01","75516","12","2020-07-01","2020-01-01","54513","6946989992","enterprise","healthcare","72015","Benton","AR","34.5645372","-92.586828","0"
"Internet Vision","2017-12-01","114598","36","2020-12-01","2020-06-01","97271","9397597989","enterprise","insurance","21013","Baldwin","MD","39.5089956","-76.4774645","1"
"Internet Vision Alpha","2019-10-01","132723","24","2021-10-01","2021-04-01","34639","4616016865","business_critical","healthcare","62571","Tower Hill","IL","39.3878184","-88.9606321","1"
"Internet Vision Signal","2010-10-01","214030","12","2011-10-01","2011-04-01","92570","6854573125","enterprise","retail","60939","Goodwine","IL","40.5672584","-87.7844742","1"
"Internet West","2019-12-01","149626","12","2020-12-01","2020-06-01","75916","10101259963","enterprise","financial services","27835","Greenville","NC","35.613224","-77.3724593","0"
"Internet West","2019-12-01","255287","12","2021-12-01","2021-06-01","75916","10101259963","enterprise","financial services","27835","Greenville","NC","35.613224","-77.3724593","0"
"Internet West Pacific","2015-02-01","240720","24","2017-02-01","2016-08-01","27609","3296914792","enterprise","telecom","54479","Spencer","WI","44.7577418","-90.2968012","0"
"Internet West Pacific","2015-02-01","130663","12","2018-02-01","2017-08-01","27609","3296914792","enterprise","telecom","54479","Spencer","WI","44.7577418","-90.2968012","0"
"Internet West Pacific","2015-02-01","230685","12","2019-02-01","2018-08-01","27609","3296914792","enterprise","telecom","54479","Spencer","WI","44.7577418","-90.2968012","0"
"Internet West Pacific","2015-02-01","191954","12","2020-02-01","2019-08-01","27609","3296914792","enterprise","telecom","54479","Spencer","WI","44.7577418","-90.2968012","0"
"Internet West Pacific","2015-02-01","408762","24","2022-02-01","2021-08-01","27609","3296914792","enterprise","telecom","54479","Spencer","WI","44.7577418","-90.2968012","0"
"Internet West Pacific","2015-02-01","526287","12","2023-02-01","2022-08-01","27609","3296914792","enterprise","telecom","54479","Spencer","WI","44.7577418","-90.2968012","0"
"Internet West Research","2016-04-01","226646","12","2017-04-01","2016-10-01","16904","1684392838","enterprise","banking","66544","Vermillion","KS","39.7182722","-96.26643880451991","1"
"Max Bell Federated","2014-12-01","155515","36","2017-12-01","2017-06-01","27877","2460108813","premium_plus","financial services","20055","Washington","DC","38.8950368","-77.0365427","0"
"Max Bell Federated","2014-12-01","189650","12","2018-12-01","2018-06-01","27877","2460108813","premium_plus","financial services","20055","Washington","DC","38.8950368","-77.0365427","0"
"Max Bell Federated","2014-12-01","212452","12","2019-12-01","2019-06-01","27877","2460108813","premium_plus","financial services","20055","Washington","DC","38.8950368","-77.0365427","0"
"Max Bell Federated","2014-12-01","416223","24","2021-12-01","2021-06-01","27877","2460108813","premium_plus","financial services","20055","Washington","DC","38.8950368","-77.0365427","0"
"Max Bell Federated","2014-12-01","93653","12","2022-12-01","2022-06-01","27877","2460108813","premium_plus","financial services","20055","Washington","DC","38.8950368","-77.0365427","0"
"Max Electronic People","2019-07-01","200418","36","2022-07-01","2022-01-01","38154","4281918303","premium_plus","insurance","44077","Painesville","OH","41.7244885","-81.245657","0"
"Max Frontier Innovation","2013-03-01","61240","12","2014-03-01","2013-09-01","65162","5411303528","business_critical","healthcare","53221","Milwaukee","WI","43.0349931","-87.922497","1"
"Max Future Solutions","2018-07-01","96299","36","2021-07-01","2021-01-01","64405","4964011813","business_critical","telecom","20068","Washington","DC","38.8950368","-77.0365427","1"
"Max Omega","2018-08-01","117692","24","2020-08-01","2020-02-01","20108","1968010789","enterprise","telecom","03272","South Newbury","NH","43.2956318","-71.9967499","0"
"Max Omega","2018-08-01","119773","24","2022-08-01","2022-02-01","20108","1968010789","enterprise","telecom","03272","South Newbury","NH","43.2956318","-71.9967499","0"
"Max Omega Bell","2011-02-01","55132","12","2012-02-01","2011-08-01","7927","755582134","enterprise","healthcare","53520","Brodhead","WI","42.6197159","-89.3768296","1"
"Max People Solutions","2019-09-01","79373","12","2020-09-01","2020-03-01","84443","7969783867","business_critical","healthcare","80233","Denver","CO","39.7392364","-104.984862","1"
"Max Resource Universal","2014-12-01","96618","12","2015-12-01","2015-06-01","32408","3107812094","business_critical","manufacturing","62510","Assumption","IL","39.5203188","-89.0489712","1"
"Max Virtual Virtual","2020-06-01","132855","12","2021-06-01","2020-12-01","69289","5958785366","enterprise","other","12423","East Durham","NY","42.3725828","-74.0956914","0"
"Medicine Analysis Virtual","2018-12-01","10000","12","2019-12-01","2019-06-01","32034","3180773824","business_critical","energy","92603","Irvine","CA","33.6856969","-117.8259819","0"
"Medicine Analysis Virtual","2018-12-01","14761","12","2020-12-01","2020-06-01","32034","3180773824","business_critical","energy","92603","Irvine","CA","33.6856969","-117.8259819","0"
"Medicine Analysis Virtual","2018-12-01","10000","24","2022-12-01","2022-06-01","32034","3180773824","business_critical","energy","92603","Irvine","CA","33.6856969","-117.8259819","0"
"Medicine Application General","2019-09-01","172172","36","2022-09-01","2022-03-01","26981","3081308977","business_critical","other","87402","Farmington","NM","36.7291152","-108.205445","0"
"Medicine Construction Adventure","2019-07-01","188637","12","2020-07-01","2020-01-01","3663","315359652","premium_plus","manufacturing","22082","Merrifield","VA","38.876757","-77.24329722907368","1"
"Medicine Direct Omega","2015-05-01","218821","12","2016-05-01","2015-11-01","54951","6451585399","enterprise","energy","33559","Lutz","FL","28.1300994","-82.45918424070945","0"
"Medicine Direct Omega","2015-05-01","201609","12","2017-05-01","2016-11-01","54951","6451585399","enterprise","energy","33559","Lutz","FL","28.1300994","-82.45918424070945","0"
"Medicine Direct Omega","2015-05-01","296342","36","2020-05-01","2019-11-01","54951","6451585399","enterprise","energy","33559","Lutz","FL","28.1300994","-82.45918424070945","0"
"Medicine Direct Omega","2015-05-01","219280","24","2022-05-01","2021-11-01","54951","6451585399","enterprise","energy","33559","Lutz","FL","28.1300994","-82.45918424070945","0"
"Medicine Electronic Bell","2011-02-01","38217","36","2014-02-01","2013-08-01","39882","3729109582","premium_plus","manufacturing","21084","Jarrettsville","MD","39.6045996","-76.47707548754288","1"
"Medicine Electronics","2011-11-01","82547","36","2014-11-01","2014-05-01","47089","3243990506","enterprise","energy","10980","Stony Point","NY","41.2295386","-73.9870847","0"
"Medicine Electronics","2011-11-01","72486","12","2015-11-01","2015-05-01","47089","3243990506","enterprise","energy","10980","Stony Point","NY","41.2295386","-73.9870847","0"
"Medicine Electronics","2011-11-01","93747","12","2016-11-01","2016-05-01","47089","3243990506","enterprise","energy","10980","Stony Point","NY","41.2295386","-73.9870847","0"
"Medicine Electronics","2011-11-01","37074","24","2018-11-01","2018-05-01","47089","3243990506","enterprise","energy","10980","Stony Point","NY","41.2295386","-73.9870847","1"
"Medicine Federated","2013-04-01","211430","24","2015-04-01","2014-10-01","49259","5239146569","business_critical","banking","47281","Vallonia","IN","38.8469981","-86.097759","0"
"Medicine Federated","2013-04-01","176092","24","2017-04-01","2016-10-01","49259","5239146569","business_critical","banking","47281","Vallonia","IN","38.8469981","-86.097759","0"
"Medicine Federated","2013-04-01","418271","12","2018-04-01","2017-10-01","49259","5239146569","business_critical","banking","47281","Vallonia","IN","38.8469981","-86.097759","0"
"Medicine Federated","2013-04-01","200940","12","2019-04-01","2018-10-01","49259","5239146569","business_critical","banking","47281","Vallonia","IN","38.8469981","-86.097759","0"
"Medicine Federated","2013-04-01","311291","12","2020-04-01","2019-10-01","49259","5239146569","business_critical","banking","47281","Vallonia","IN","38.8469981","-86.097759","0"
"Medicine Federated","2013-04-01","203089","12","2021-04-01","2020-10-01","49259","5239146569","business_critical","banking","47281","Vallonia","IN","38.8469981","-86.097759","0"
"Medicine Frontier","2011-10-01","150465","24","2013-10-01","2013-04-01","90439","6831975167","enterprise","energy","28082","Kannapolis","NC","35.4874708","-80.621438","0"
"Medicine Frontier","2011-10-01","268505","36","2016-10-01","2016-04-01","90439","6831975167","enterprise","energy","28082","Kannapolis","NC","35.4874708","-80.621438","0"
"Medicine Frontier","2011-10-01","45123","12","2017-10-01","2017-04-01","90439","6831975167","enterprise","energy","28082","Kannapolis","NC","35.4874708","-80.621438","0"
"Medicine Frontier","2011-10-01","173795","36","2020-10-01","2020-04-01","90439","6831975167","enterprise","energy","28082","Kannapolis","NC","35.4874708","-80.621438","0"
"Medicine Frontier","2011-10-01","270532","12","2021-10-01","2021-04-01","90439","6831975167","enterprise","energy","28082","Kannapolis","NC","35.4874708","-80.621438","0"
"Medicine Frontier","2011-10-01","171891","12","2022-10-01","2022-04-01","90439","6831975167","enterprise","energy","28082","Kannapolis","NC","35.4874708","-80.621438","0"
"Medicine Galaxy","2017-08-01","25893","12","2018-08-01","2018-02-01","60520","4217568874","business_critical","financial services","49286","Tecumseh","MI","42.0039331","-83.9449417","0"
"Medicine Galaxy","2017-08-01","53742","12","2019-08-01","2019-02-01","60520","4217568874","business_critical","financial services","49286","Tecumseh","MI","42.0039331","-83.9449417","1"
"Medicine Hill","2019-10-01","145618","12","2020-10-01","2020-04-01","55269","4651873670","enterprise","retail","56311","Barrett","MN","45.910516","-95.89033","0"
"Medicine Hill","2019-10-01","312338","24","2022-10-01","2022-04-01","55269","4651873670","enterprise","retail","56311","Barrett","MN","45.910516","-95.89033","0"
"Medicine Hill Provider","2016-06-01","203282","12","2017-06-01","2016-12-01","66107","7386541170","business_critical","other","06856","Norwalk","CT","41.1175966","-73.4078968","1"
"Medicine Innovation Power","2018-06-01","199708","24","2020-06-01","2019-12-01","23047","2185460822","enterprise","manufacturing","22565","Thornburg","VA","38.1336441","-77.5213842","0"
"Medicine Innovation Power","2018-06-01","279709","12","2021-06-01","2020-12-01","23047","2185460822","enterprise","manufacturing","22565","Thornburg","VA","38.1336441","-77.5213842","0"
"Medicine Interactive","2010-02-01","165030","24","2012-02-01","2011-08-01","90922","10395680676","enterprise","banking","12463","Palenville","NY","42.1745334","-74.0201355","0"
"Medicine Interactive","2010-02-01","193113","12","2013-02-01","2012-08-01","90922","10395680676","enterprise","banking","12463","Palenville","NY","42.1745334","-74.0201355","1"
"Medicine Network Architecture","2011-10-01","136577","36","2014-10-01","2014-04-01","91207","6293430187","enterprise","healthcare","04051","Lovell","ME","44.127028","-70.892029","0"
"Medicine Network Architecture","2011-10-01","186246","12","2015-10-01","2015-04-01","91207","6293430187","enterprise","healthcare","04051","Lovell","ME","44.127028","-70.892029","0"
"Medicine Network Architecture","2011-10-01","215663","12","2016-10-01","2016-04-01","91207","6293430187","enterprise","healthcare","04051","Lovell","ME","44.127028","-70.892029","0"
"Medicine Signal Technology","2010-04-01","136985","24","2012-04-01","2011-10-01","77545","9117204354","enterprise","healthcare","49971","White Pine","MI","46.7538361","-89.5840433","0"
"Medicine Signal Technology","2010-04-01","212812","12","2013-04-01","2012-10-01","77545","9117204354","enterprise","healthcare","49971","White Pine","MI","46.7538361","-89.5840433","0"
"Medicine Signal Technology","2010-04-01","119859","12","2014-04-01","2013-10-01","77545","9117204354","enterprise","healthcare","49971","White Pine","MI","46.7538361","-89.5840433","0"
"Medicine Signal Technology","2010-04-01","84424","12","2015-04-01","2014-10-01","77545","9117204354","enterprise","healthcare","49971","White Pine","MI","46.7538361","-89.5840433","0"
"Medicine Signal Technology","2010-04-01","117072","12","2016-04-01","2015-10-01","77545","9117204354","enterprise","healthcare","49971","White Pine","MI","46.7538361","-89.5840433","0"
"Medicine Signal Technology","2010-04-01","163745","24","2018-04-01","2017-10-01","77545","9117204354","enterprise","healthcare","49971","White Pine","MI","46.7538361","-89.5840433","0"
"Medicine Signal Technology","2010-04-01","100746","12","2019-04-01","2018-10-01","77545","9117204354","enterprise","healthcare","49971","White Pine","MI","46.7538361","-89.5840433","0"
"Medicine Signal Technology","2010-04-01","110692","12","2020-04-01","2019-10-01","77545","9117204354","enterprise","healthcare","49971","White Pine","MI","46.7538361","-89.5840433","0"
"Medicine Star","2018-09-01","113107","36","2021-09-01","2021-03-01","12952","876397469","enterprise","banking","22118","Merrifield","VA","38.8740261","-77.2301997","0"
"Medicine Star Electronic","2013-04-01","140809","12","2014-04-01","2013-10-01","18873","2498990691","premium_plus","manufacturing","51053","Schaller","IA","42.4996245","-95.2933357","0"
"Medicine Star Electronic","2013-04-01","225688","24","2016-04-01","2015-10-01","18873","2498990691","premium_plus","manufacturing","51053","Schaller","IA","42.4996245","-95.2933357","0"
"Medicine Star Electronic","2013-04-01","134444","24","2018-04-01","2017-10-01","18873","2498990691","premium_plus","manufacturing","51053","Schaller","IA","42.4996245","-95.2933357","0"
"Medicine Star Electronic","2013-04-01","136863","24","2020-04-01","2019-10-01","18873","2498990691","premium_plus","manufacturing","51053","Schaller","IA","42.4996245","-95.2933357","0"
"Medicine Systems","2012-10-01","10000","36","2015-10-01","2015-04-01","17609","2179411333","business_critical","healthcare","95903","Beale Afb","CA","39.122939","-121.38007965949092","0"
"Medicine Systems","2012-10-01","14033","12","2016-10-01","2016-04-01","17609","2179411333","business_critical","healthcare","95903","Beale Afb","CA","39.122939","-121.38007965949092","0"
"Medicine Systems","2012-10-01","16254","12","2017-10-01","2017-04-01","17609","2179411333","business_critical","healthcare","95903","Beale Afb","CA","39.122939","-121.38007965949092","1"
"Medicine Universal Interactive","2016-10-01","134739","12","2017-10-01","2017-04-01","2584","261290783","premium_plus","other","21705","Frederick","MD","39.415779","-77.4127562","0"
"Medicine Universal Interactive","2016-10-01","194217","24","2019-10-01","2019-04-01","2584","261290783","premium_plus","other","21705","Frederick","MD","39.415779","-77.4127562","0"
"Medicine Universal Interactive","2016-10-01","152239","12","2020-10-01","2020-04-01","2584","261290783","premium_plus","other","21705","Frederick","MD","39.415779","-77.4127562","0"
"Medicine Universal Interactive","2016-10-01","111407","24","2022-10-01","2022-04-01","2584","261290783","premium_plus","other","21705","Frederick","MD","39.415779","-77.4127562","0"
"Medicine Venture","2011-08-01","146141","24","2013-08-01","2013-02-01","89540","7752477883","premium_plus","retail","61041","Hanover","IL","42.2564051","-90.2795734","0"
"Medicine Venture","2011-08-01","315669","12","2014-08-01","2014-02-01","89540","7752477883","premium_plus","retail","61041","Hanover","IL","42.2564051","-90.2795734","0"
"Medicine Venture","2011-08-01","157526","36","2017-08-01","2017-02-01","89540","7752477883","premium_plus","retail","61041","Hanover","IL","42.2564051","-90.2795734","0"
"Medicine Venture","2011-08-01","255907","24","2019-08-01","2019-02-01","89540","7752477883","premium_plus","retail","61041","Hanover","IL","42.2564051","-90.2795734","0"
"Medicine Venture","2011-08-01","129368","36","2022-08-01","2022-02-01","89540","7752477883","premium_plus","retail","61041","Hanover","IL","42.2564051","-90.2795734","0"
"Medicine West","2015-02-01","168941","36","2018-02-01","2017-08-01","22627","2361437633","business_critical","banking","44711","Canton","OH","40.7985464","-81.3749508","0"
"Medicine West","2015-02-01","156970","12","2019-02-01","2018-08-01","22627","2361437633","business_critical","banking","44711","Canton","OH","40.7985464","-81.3749508","0"
"Medicine West","2015-02-01","208065","24","2021-02-01","2020-08-01","22627","2361437633","business_critical","banking","44711","Canton","OH","40.7985464","-81.3749508","0"
"Medicine West","2015-02-01","180781","24","2023-02-01","2022-08-01","22627","2361437633","business_critical","banking","44711","Canton","OH","40.7985464","-81.3749508","0"
"Net Atlantic Signal","2020-10-01","20875","24","2022-10-01","2022-04-01","42268","4063716327","enterprise","manufacturing","04231","Stoneham","ME","44.2801128","-70.8951191","0"
"Net Atlantic Software","2017-09-01","193171","12","2018-09-01","2018-03-01","5658","772621314","business_critical","healthcare","22906","Charlottesville","VA","38.04009","-78.514093","0"
"Net Atlantic Software","2017-09-01","128356","24","2020-09-01","2020-03-01","5658","772621314","business_critical","healthcare","22906","Charlottesville","VA","38.04009","-78.514093","0"
"Net Atlantic Software","2017-09-01","214348","24","2022-09-01","2022-03-01","5658","772621314","business_critical","healthcare","22906","Charlottesville","VA","38.04009","-78.514093","0"
"Net Bell Systems","2017-11-01","120448","12","2018-11-01","2018-05-01","29682","1653702187","premium_plus","telecom","18354","Sciota","PA","40.9293069","-75.31653","1"
"Net Design","2016-09-01","211875","12","2017-09-01","2017-03-01","24766","3065535279","premium_plus","telecom","75014","Irving","TX","32.8295183","-96.9442177","0"
"Net Design","2016-09-01","174498","12","2018-09-01","2018-03-01","24766","3065535279","premium_plus","telecom","75014","Irving","TX","32.8295183","-96.9442177","0"
"Net Design","2016-09-01","258734","12","2019-09-01","2019-03-01","24766","3065535279","premium_plus","telecom","75014","Irving","TX","32.8295183","-96.9442177","0"
"Net Design","2016-09-01","245228","24","2021-09-01","2021-03-01","24766","3065535279","premium_plus","telecom","75014","Irving","TX","32.8295183","-96.9442177","0"
"Net East Design","2019-02-01","224013","12","2020-02-01","2019-08-01","28514","3263201497","enterprise","healthcare","31641","Naylor","GA","30.9088174","-83.0782007","0"
"Net East Design","2019-02-01","261343","12","2021-02-01","2020-08-01","28514","3263201497","enterprise","healthcare","31641","Naylor","GA","30.9088174","-83.0782007","0"
"Net East Design","2019-02-01","193052","24","2023-02-01","2022-08-01","28514","3263201497","enterprise","healthcare","31641","Naylor","GA","30.9088174","-83.0782007","0"
"Net Federated Max","2014-09-01","73999","12","2015-09-01","2015-03-01","2982","323317009","enterprise","energy","22722","Haywood","VA","39.3811981","-80.3359212","1"
"Net Future","2012-03-01","102275","24","2014-03-01","2013-09-01","52369","5139347833","premium_plus","other","64672","Powersville","MO","40.5491946","-93.3001617","1"
"Net Future Frontier","2019-05-01","135768","36","2022-05-01","2021-11-01","84668","5759692460","premium_plus","retail","95192","San Jose","CA","37.3361663","-121.890591","0"
"Net Galaxy Federated","2015-05-01","113272","36","2018-05-01","2017-11-01","5120","728588131","premium_plus","telecom","72422","Corning","AR","36.4083989","-90.5859698","0"
"Net Galaxy Federated","2015-05-01","10000","12","2019-05-01","2018-11-01","5120","728588131","premium_plus","telecom","72422","Corning","AR","36.4083989","-90.5859698","0"
"Net Galaxy Federated","2015-05-01","168120","12","2020-05-01","2019-11-01","5120","728588131","premium_plus","telecom","72422","Corning","AR","36.4083989","-90.5859698","0"
"Net Galaxy Federated","2015-05-01","147497","12","2021-05-01","2020-11-01","5120","728588131","premium_plus","telecom","72422","Corning","AR","36.4083989","-90.5859698","1"
"Net Hill","2010-12-01","147431","12","2011-12-01","2011-06-01","92336","7195517408","business_critical","banking","10602","White Plains","NY","41.0339862","-73.7629097","0"
"Net Hill","2010-12-01","148028","24","2013-12-01","2013-06-01","92336","7195517408","business_critical","banking","10602","White Plains","NY","41.0339862","-73.7629097","0"
"Net Hill","2010-12-01","119704","12","2014-12-01","2014-06-01","92336","7195517408","business_critical","banking","10602","White Plains","NY","41.0339862","-73.7629097","0"
"Net Hill","2010-12-01","100258","24","2016-12-01","2016-06-01","92336","7195517408","business_critical","banking","10602","White Plains","NY","41.0339862","-73.7629097","0"
"Net Hill","2010-12-01","225265","12","2017-12-01","2017-06-01","92336","7195517408","business_critical","banking","10602","White Plains","NY","41.0339862","-73.7629097","0"
"Net Interactive Consulting","2017-12-01","115366","12","2018-12-01","2018-06-01","20099","1334165621","premium_plus","insurance","88336","Hondo","NM","33.3816403","-105.2608401","0"
"Net Interactive Consulting","2017-12-01","153152","12","2019-12-01","2019-06-01","20099","1334165621","premium_plus","insurance","88336","Hondo","NM","33.3816403","-105.2608401","0"
"Net Interactive Consulting","2017-12-01","200116","24","2021-12-01","2021-06-01","20099","1334165621","premium_plus","insurance","88336","Hondo","NM","33.3816403","-105.2608401","0"
"Net Max Construction","2013-02-01","71659","36","2016-02-01","2015-08-01","41588","5049192828","business_critical","other","99635","Nikiski","AK","60.721058","-151.24620611281358","0"
"Net Max Construction","2013-02-01","110539","12","2017-02-01","2016-08-01","41588","5049192828","business_critical","other","99635","Nikiski","AK","60.721058","-151.24620611281358","0"
"Net Max Construction","2013-02-01","76625","12","2018-02-01","2017-08-01","41588","5049192828","business_critical","other","99635","Nikiski","AK","60.721058","-151.24620611281358","0"
"Net Max Construction","2013-02-01","59389","12","2019-02-01","2018-08-01","41588","5049192828","business_critical","other","99635","Nikiski","AK","60.721058","-151.24620611281358","1"
"Net Max Provider","2020-07-01","66723","24","2022-07-01","2022-01-01","87600","9741489679","premium_plus","other","29936","Ridgeland","SC","32.4807435","-80.980386","0"
"Net Omega","2014-05-01","290887","24","2016-05-01","2015-11-01","18231","2161156603","business_critical","healthcare","20045","Washington","DC","38.8950368","-77.0365427","1"
"Net Pacific","2011-10-01","75823","12","2012-10-01","2012-04-01","9332","1095448714","business_critical","manufacturing","39355","Quitman","MS","34.1920186","-90.2946542","0"
"Net Pacific","2011-10-01","65443","24","2014-10-01","2014-04-01","9332","1095448714","business_critical","manufacturing","39355","Quitman","MS","34.1920186","-90.2946542","0"
"Net Pacific","2011-10-01","103543","24","2016-10-01","2016-04-01","9332","1095448714","business_critical","manufacturing","39355","Quitman","MS","34.1920186","-90.2946542","0"
"Net Pacific","2011-10-01","119547","36","2019-10-01","2019-04-01","9332","1095448714","business_critical","manufacturing","39355","Quitman","MS","34.1920186","-90.2946542","0"
"Net Pacific","2011-10-01","127902","24","2021-10-01","2021-04-01","9332","1095448714","business_critical","manufacturing","39355","Quitman","MS","34.1920186","-90.2946542","0"
"Net Pacific","2011-10-01","106122","12","2022-10-01","2022-04-01","9332","1095448714","business_critical","manufacturing","39355","Quitman","MS","34.1920186","-90.2946542","0"
"Net Pacific Bell","2011-06-01","114164","24","2013-06-01","2012-12-01","79251","8447355817","enterprise","financial services","70355","Gheens","LA","29.6793793","-90.4625836","1"
"Net People","2014-07-01","177992","24","2016-07-01","2016-01-01","91531","7015332345","business_critical","retail","64151","Kansas City","MO","39.100105","-94.5781416","1"
"Net People Resource","2011-09-01","46528","24","2013-09-01","2013-03-01","88190","10798420531","enterprise","energy","32306","Tallahassee","FL","30.4380832","-84.2809332","1"
"Net Provider Bell","2018-03-01","138509","12","2019-03-01","2018-09-01","85580","10012641422","business_critical","retail","16533","Erie","PA","42.1294712","-80.0852695","0"
"Net Provider Bell","2018-03-01","245445","24","2021-03-01","2020-09-01","85580","10012641422","business_critical","retail","16533","Erie","PA","42.1294712","-80.0852695","0"
"Net Provider Bell","2018-03-01","274913","12","2022-03-01","2021-09-01","85580","10012641422","business_critical","retail","16533","Erie","PA","42.1294712","-80.0852695","0"
"Net Signal","2018-08-01","174204","36","2021-08-01","2021-02-01","86729","8253268031","premium_plus","healthcare","90659","Norwalk","CA","","","0"
"Net Signal","2018-08-01","323084","12","2022-08-01","2022-02-01","86729","8253268031","premium_plus","healthcare","90659","Norwalk","CA","","","0"
