Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Industry,State,City,Zip_Code,Latitude,Longitude,Products_Purchased,Churn,Customer_Succes_Manager,"CSAT (270 days count)","CSAT[Customer_Review] (270 days tokens)","CSAT[Customer_Review] (latest)","CSAT[Net_Promoter_Score] (270 days avg)","CSAT[Net_Promoter_Score] (270 days missing count)","CSAT[Net_Promoter_Score] (latest)","Customers (5 years count)","Customers[ARR] (5 years avg)","Customers[ARR] (5 years missing count)","Customers[Contract_Duration] (5 years avg)","Customers[Contract_Duration] (5 years counts)","Customers[Contract_Duration] (5 years most frequent)","Customers[Contract_Duration] (5 years unique count)","Customers[Customer_Succes_Manager] (5 years counts)","Customers[Customer_Succes_Manager] (5 years most frequent)","Customers[Customer_Succes_Manager] (5 years unique count)","Customers[Products_Purchased] (5 years count of business_essentials)","Customers[Products_Purchased] (5 years count of enterprise)","Customers[Products_Purchased] (5 years count of starter_pack)","Customers[Products_Purchased] (5 years most frequent)","Customers[Products_Purchased] (5 years unique count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month missing count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days missing count)","Product_Usage (1 month count)","Product_Usage (180 days count)","Product_Usage (days since previous event by Customer_Name) (1 month avg)","Product_Usage (days since previous event by Customer_Name) (1 month missing count)","Product_Usage (days since previous event by Customer_Name) (180 days avg)","Product_Usage (days since previous event by Customer_Name) (180 days missing count)","Product_Usage[Activity_Type] (1 month counts)","Product_Usage[Activity_Type] (1 month most frequent)","Product_Usage[Activity_Type] (1 month unique count)","Product_Usage[Activity_Type] (180 days counts)","Product_Usage[Activity_Type] (180 days most frequent)","Product_Usage[Activity_Type] (180 days unique count)","Product_Usage[UserID] (1 month counts)","Product_Usage[UserID] (1 month most frequent)","Product_Usage[UserID] (1 month unique count)","Product_Usage[UserID] (180 days counts)","Product_Usage[UserID] (180 days most frequent)","Product_Usage[UserID] (180 days unique count)"
"Solutions Speed Universal",2019-03-01,108739,24,2021-03-01,2020-09-01,1421,182935151,energy,IL,Gillespie,62033,39.1297692,-89.8195407,business_essentials,1,"Jonnie Prado",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,12.94884,0,65.08465,0,3,9,2.564931,1,14.89002,1,"{""download report"" : 1.0, ""create report"" : 2.0}","create report",2.0,"{""build a chart"" : 2.0, ""sign in"" : 3.0, ""download report"" : 1.0, ""create report"" : 2.0, ""download data"" : 1.0}","sign in",5.0,"{""ID_23306"" : 1.0, ""ID_28041"" : 1.0, ""ID_19362"" : 1.0}",ID_19362,3.0,"{""ID_33958"" : 2.0, ""ID_28041"" : 1.0, ""ID_23306"" : 1.0, ""ID_35112"" : 2.0, ""ID_25327"" : 2.0, ""ID_19362"" : 1.0}",ID_25327,6.0
"Solutions Star",2017-06-01,42574,24,2019-06-01,2018-12-01,80398,7072275113,telecom,TX,Spur,79370,33.4764767,-100.855685,business_essentials,1,"Simone Rutter",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0
"Solutions Star Adventure",2019-06-01,133520,24,2021-06-01,2020-12-01,169797,12047533388,manufacturing,TX,Burkeville,75932,30.9997016,-93.6680099,enterprise,1,"Tammi Manns",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,15.12813,0,79.40833,0,4,10,2.622222,1,18.21782,1,"{""build a chart"" : 1.0, ""download data"" : 1.0, ""run analysis"" : 1.0, ""launch a job"" : 1.0}","build a chart",4.0,"{""build a chart"" : 2.0, ""launch a job"" : 1.0, ""run analysis"" : 3.0, ""download report"" : 2.0, ""download data"" : 2.0}","run analysis",5.0,"{""ID_25779"" : 2.0, ""ID_10678"" : 1.0, ""ID_34003"" : 1.0}",ID_25779,3.0,"{""ID_19542"" : 1.0, ""ID_25779"" : 2.0, ""ID_34003"" : 1.0, ""ID_27444"" : 1.0, ""ID_24151"" : 1.0, ""ID_10678"" : 1.0, ""ID_25842"" : 2.0, ""ID_27134"" : 1.0}",ID_25779,8.0
"Solutions Star Net",2020-07-01,241413,12,2021-07-01,2021-01-01,49551,3910564329,other,WV,Eleanor,25070,38.5375886,-81.9323577,enterprise,1,"Alonso Houle",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,102.6092,0,0,18,,,7.724183,1,,,0.0,"{""build a chart"" : 2.0, ""upload data"" : 1.0, ""launch a job"" : 3.0, ""sign in"" : 2.0, ""run analysis"" : 2.0, ""download report"" : 2.0, ""create report"" : 1.0, ""invite team member"" : 2.0, ""share report"" : 1.0, ""download data"" : 2.0}","launch a job",10.0,,,0.0,"{""ID_25175"" : 2.0, ""ID_22235"" : 2.0, ""ID_39683"" : 2.0, ""ID_29621"" : 2.0, ""ID_16636"" : 1.0, ""ID_19680"" : 1.0, ""ID_16599"" : 1.0, ""ID_14570"" : 1.0, ""ID_32963"" : 1.0, ""ID_32375"" : 1.0, ""ID_11268"" : 2.0, ""ID_26645"" : 2.0}",ID_11268,12.0
"Solutions Studio",2016-06-01,179594,24,2018-06-01,2017-12-01,148365,11280984758,"financial services",ND,Regan,58477,47.1580494,-100.528177,business_essentials,0,"Chastity Sorenson",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,18.22014,0,82.01917,0,3,15,8.090278,1,11.37842,1,"{""download report"" : 1.0, ""sign in"" : 1.0, ""launch a job"" : 1.0}","download report",3.0,"{""launch a job"" : 4.0, ""sign in"" : 2.0, ""run analysis"" : 4.0, ""download report"" : 1.0, ""create report"" : 1.0, ""download data"" : 3.0}","launch a job",6.0,"{""ID_38164"" : 1.0, ""ID_12263"" : 1.0, ""ID_11150"" : 1.0}",ID_11150,3.0,"{""ID_22874"" : 1.0, ""ID_12263"" : 2.0, ""ID_14146"" : 1.0, ""ID_38164"" : 2.0, ""ID_22169"" : 1.0, ""ID_15804"" : 3.0, ""ID_11150"" : 4.0, ""ID_17086"" : 1.0}",ID_11150,8.0
"Solutions Studio",2016-06-01,217890,12,2019-06-01,2018-12-01,148365,11280984758,"financial services",ND,Regan,58477,47.1580494,-100.528177,enterprise,0,"Kira Sharpe",1,"{""is"" : 1.0, ""good"" : 1.0, ""camera"" : 1.0, ""back"" : 1.0, ""not"" : 1.0}","Back camera is not good",6.0,0,6,1,179594.0,0,24.0,"{""24"" : 1.0}",24,1.0,"{""Chastity Sorenson"" : 1.0}","Chastity Sorenson",1.0,1.0,0.0,0.0,business_essentials,1.0,11.49208,0,69.46706,0,5,14,6.521181,1,12.03531,1,"{""share report"" : 2.0, ""upload data"" : 2.0, ""create report"" : 1.0}","share report",3.0,"{""build a chart"" : 2.0, ""upload data"" : 3.0, ""launch a job"" : 1.0, ""sign in"" : 1.0, ""download report"" : 3.0, ""create report"" : 1.0, ""share report"" : 3.0}","download report",7.0,"{""ID_17086"" : 2.0, ""ID_13887"" : 2.0, ""ID_11150"" : 1.0}",ID_13887,3.0,"{""ID_22874"" : 1.0, ""ID_27952"" : 1.0, ""ID_13887"" : 2.0, ""ID_29993"" : 1.0, ""ID_20138"" : 3.0, ""ID_11150"" : 2.0, ""ID_17086"" : 4.0}",ID_17086,7.0
"Solutions Studio",2016-06-01,169401,12,2020-06-01,2019-12-01,148365,11280984758,"financial services",ND,Regan,58477,47.1580494,-100.528177,business_essentials,0,"Brandie Tam",1,"{""wise"" : 1.0, ""find"" : 1.0, ""series"" : 2.0, ""any"" : 1.0, ""this"" : 2.0, ""in"" : 1.0, ""is"" : 2.0, ""hard"" : 1.0, ""using"" : 2.0, ""previously"" : 1.0, ""but"" : 1.0, ""loving"" : 1.0, ""must"" : 1.0, ""it"" : 2.0, ""above"" : 1.0, ""to"" : 1.0, ""was"" : 1.0, ""worth"" : 1.0, ""after"" : 1.0, ""little"" : 1.0, ""from"" : 1.0, ""say"" : 1.0, ""fault"" : 1.0, ""flagship"" : 1.0, ""very"" : 1.0, ""buying"" : 1.0, ""performance"" : 1.0, ""midrange"" : 1.0, ""of"" : 1.0, ""one"" : 1.0, ""samsung"" : 2.0, ""phone"" : 3.0, ""month"" : 1.0, ""the"" : 1.0, ""costs"" : 1.0}","after one month of using, I must say this is a worth buying phone. Previously I was using Samsung J series & M series phone. But this is a flagship phone from Samsung costs little above the midrange & performance wise very hard to find any fault in it. Loving it",9.0,0,9,2,198742.0,0,18.0,"{""24"" : 1.0, ""12"" : 1.0}",12,2.0,"{""Chastity Sorenson"" : 1.0, ""Kira Sharpe"" : 1.0}","Chastity Sorenson",2.0,1.0,1.0,0.0,business_essentials,2.0,21.14375,0,91.95563,0,2,10,16.03056,1,15.76844,1,"{""download data"" : 1.0, ""run analysis"" : 1.0}","download data",2.0,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 2.0, ""run analysis"" : 2.0, ""invite team member"" : 1.0, ""download data"" : 1.0}","launch a job",7.0,"{""ID_38164"" : 2.0}",ID_38164,1.0,"{""ID_12263"" : 1.0, ""ID_27952"" : 1.0, ""ID_29993"" : 1.0, ""ID_38164"" : 2.0, ""ID_11150"" : 1.0, ""ID_17086"" : 2.0, ""ID_33808"" : 2.0}",ID_17086,7.0
"Solutions Studio",2016-06-01,265277,24,2022-06-01,2021-12-01,148365,11280984758,"financial services",ND,Regan,58477,47.1580494,-100.528177,enterprise,0,"Junior Large",0,,"very very Gud",,,7,3,188961.7,0,16.0,"{""24"" : 1.0, ""12"" : 2.0}",12,2.0,"{""Chastity Sorenson"" : 1.0, ""Brandie Tam"" : 1.0, ""Kira Sharpe"" : 1.0}","Brandie Tam",3.0,2.0,1.0,0.0,business_essentials,2.0,2.045139,0,83.62569,0,1,11,,1,17.43507,1,"{""launch a job"" : 1.0}","launch a job",1.0,"{""upload data"" : 2.0, ""launch a job"" : 1.0, ""sign in"" : 3.0, ""create report"" : 1.0, ""invite team member"" : 1.0, ""share report"" : 2.0, ""download data"" : 1.0}","sign in",7.0,"{""ID_13887"" : 1.0}",ID_13887,1.0,"{""ID_22874"" : 1.0, ""ID_12263"" : 1.0, ""ID_13887"" : 3.0, ""ID_29993"" : 1.0, ""ID_20138"" : 2.0, ""ID_22169"" : 1.0, ""ID_15804"" : 1.0, ""ID_33808"" : 1.0}",ID_13887,8.0
"Solutions Technology Industries",2019-12-01,133162,12,2020-12-01,2020-06-01,246747,20082609636,manufacturing,CA,Oxnard,93032,34.1976308,-119.1803818,enterprise,1,"Gregory Hammer",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,7.75,0,78.85078,0,3,8,7.111111,1,24.70238,1,"{""sign in"" : 1.0, ""upload data"" : 2.0}","upload data",2.0,"{""build a chart"" : 1.0, ""upload data"" : 3.0, ""sign in"" : 2.0, ""create report"" : 1.0, ""share report"" : 1.0}","upload data",5.0,"{""ID_30528"" : 1.0, ""ID_20295"" : 1.0, ""ID_36779"" : 1.0}",ID_20295,3.0,"{""ID_20295"" : 1.0, ""ID_14011"" : 1.0, ""ID_30528"" : 1.0, ""ID_29657"" : 1.0, ""ID_12728"" : 2.0, ""ID_36779"" : 1.0, ""ID_26003"" : 1.0}",ID_12728,7.0
"Solutions Telecom Studio",2019-03-01,70315,24,2021-03-01,2020-09-01,210051,27977568460,telecom,NC,Sharpsburg,27878,35.8671926,-77.8276196,starter_pack,0,"Eusebio Lutz",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,5.765625,0,84.0953,0,2,17,4.546528,1,10.58424,1,"{""build a chart"" : 1.0, ""sign in"" : 1.0}","build a chart",2.0,"{""build a chart"" : 4.0, ""upload data"" : 1.0, ""launch a job"" : 5.0, ""sign in"" : 1.0, ""run analysis"" : 1.0, ""download report"" : 1.0, ""create report"" : 2.0, ""share report"" : 2.0}","launch a job",8.0,"{""ID_25070"" : 1.0, ""ID_19176"" : 1.0}",ID_19176,2.0,"{""ID_37769"" : 1.0, ""ID_19922"" : 2.0, ""ID_36919"" : 2.0, ""ID_36501"" : 2.0, ""ID_19176"" : 2.0, ""ID_25070"" : 1.0, ""ID_16946"" : 1.0, ""ID_14562"" : 1.0, ""ID_14935"" : 1.0, ""ID_12183"" : 2.0, ""ID_19835"" : 2.0}",ID_12183,11.0
"Solutions Telecom Studio",2019-03-01,69198,12,2022-03-01,2021-09-01,210051,27977568460,telecom,NC,Sharpsburg,27878,35.8671926,-77.8276196,business_essentials,1,"Isaac Sonnier",1,"{""super"" : 1.0}",Super,5.0,0,5,1,70315.0,0,24.0,"{""24"" : 1.0}",24,1.0,"{""Eusebio Lutz"" : 1.0}","Eusebio Lutz",1.0,0.0,0.0,1.0,starter_pack,1.0,2.64375,0,100.4072,0,1,13,,1,14.62494,1,"{""share report"" : 1.0}","share report",1.0,"{""build a chart"" : 1.0, ""launch a job"" : 2.0, ""run analysis"" : 2.0, ""download report"" : 4.0, ""share report"" : 4.0}","download report",5.0,"{""ID_16946"" : 1.0}",ID_16946,1.0,"{""ID_36919"" : 1.0, ""ID_36501"" : 2.0, ""ID_15964"" : 1.0, ""ID_38961"" : 1.0, ""ID_25070"" : 1.0, ""ID_16946"" : 1.0, ""ID_13672"" : 1.0, ""ID_14935"" : 2.0, ""ID_12183"" : 2.0, ""ID_19835"" : 1.0}",ID_12183,10.0
"Solutions Universal Star",2015-07-01,25414,12,2016-07-01,2016-01-01,189324,29075420335,insurance,AZ,Houck,86506,35.2659785,-109.22671786290734,business_essentials,1,"Emilio Aquino",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,13.9956,0,98.08167,0,3,23,11.29549,1,7.137973,1,"{""download report"" : 1.0, ""sign in"" : 1.0, ""download data"" : 1.0}","download data",3.0,"{""build a chart"" : 2.0, ""upload data"" : 3.0, ""sign in"" : 4.0, ""run analysis"" : 1.0, ""download report"" : 4.0, ""create report"" : 2.0, ""invite team member"" : 1.0, ""share report"" : 2.0, ""download data"" : 4.0}","download data",9.0,"{""ID_26936"" : 2.0, ""ID_17098"" : 1.0}",ID_26936,2.0,"{""ID_17098"" : 4.0, ""ID_29060"" : 2.0, ""ID_15507"" : 1.0, ""ID_28119"" : 1.0, ""ID_12117"" : 2.0, ""ID_22457"" : 1.0, ""ID_14076"" : 1.0, ""ID_26936"" : 4.0, ""ID_31310"" : 2.0, ""ID_16574"" : 3.0, ""ID_26848"" : 2.0}",ID_17098,11.0
"Solutions Virtual Architecture",2011-04-01,107840,24,2013-04-01,2012-10-01,1473,132617974,insurance,GA,Collins,30421,32.1813013,-82.1090083,enterprise,0,"Gregory Hammer",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,23.06493,0,94.43547,0,6,28,2.81375,1,5.949846,1,"{""create report"" : 3.0, ""invite team member"" : 1.0, ""build a chart"" : 1.0, ""upload data"" : 1.0}","create report",4.0,"{""build a chart"" : 2.0, ""upload data"" : 3.0, ""launch a job"" : 6.0, ""sign in"" : 3.0, ""download report"" : 1.0, ""create report"" : 3.0, ""invite team member"" : 6.0, ""share report"" : 3.0, ""download data"" : 1.0}","invite team member",9.0,"{""ID_19928"" : 1.0, ""ID_18398"" : 1.0, ""ID_21080"" : 1.0, ""ID_32790"" : 1.0, ""ID_39314"" : 1.0, ""ID_37596"" : 1.0}",ID_18398,6.0,"{""ID_25713"" : 1.0, ""ID_19928"" : 2.0, ""ID_18398"" : 2.0, ""ID_31960"" : 4.0, ""ID_22897"" : 1.0, ""ID_21080"" : 1.0, ""ID_31243"" : 1.0, ""ID_28395"" : 2.0, ""ID_14149"" : 1.0, ""ID_30689"" : 1.0, ""ID_37906"" : 1.0, ""ID_32790"" : 1.0, ""ID_39314"" : 3.0, ""ID_14435"" : 1.0, ""ID_32507"" : 2.0, ""ID_37596"" : 4.0}",ID_31960,16.0
"Solutions Virtual Architecture",2011-04-01,191897,36,2016-04-01,2015-10-01,1473,132617974,insurance,GA,Collins,30421,32.1813013,-82.1090083,starter_pack,0,"Stevie Prieto",0,,"good am satisfied",,,9,1,107840.0,0,24.0,"{""24"" : 1.0}",24,1.0,"{""Gregory Hammer"" : 1.0}","Gregory Hammer",1.0,0.0,1.0,0.0,enterprise,1.0,11.45198,0,85.3698,0,7,33,1.803125,1,5.421246,1,"{""share report"" : 3.0, ""build a chart"" : 3.0, ""sign in"" : 1.0}","build a chart",3.0,"{""build a chart"" : 5.0, ""upload data"" : 2.0, ""launch a job"" : 3.0, ""sign in"" : 4.0, ""run analysis"" : 2.0, ""download report"" : 3.0, ""create report"" : 5.0, ""invite team member"" : 1.0, ""share report"" : 7.0, ""download data"" : 1.0}","share report",10.0,"{""ID_18398"" : 1.0, ""ID_16727"" : 1.0, ""ID_28395"" : 1.0, ""ID_25346"" : 1.0, ""ID_32507"" : 2.0, ""ID_37596"" : 1.0}",ID_32507,6.0,"{""ID_25713"" : 1.0, ""ID_18398"" : 3.0, ""ID_11200"" : 2.0, ""ID_16727"" : 2.0, ""ID_31960"" : 1.0, ""ID_22897"" : 2.0, ""ID_21080"" : 1.0, ""ID_31243"" : 2.0, ""ID_28395"" : 2.0, ""ID_14149"" : 3.0, ""ID_25346"" : 1.0, ""ID_37906"" : 2.0, ""ID_32790"" : 3.0, ""ID_39314"" : 1.0, ""ID_14435"" : 1.0, ""ID_32507"" : 4.0, ""ID_37596"" : 2.0}",ID_32507,17.0
"Solutions Virtual Architecture",2011-04-01,161591,24,2018-04-01,2017-10-01,1473,132617974,insurance,GA,Collins,30421,32.1813013,-82.1090083,enterprise,0,"Mamie Carlos",0,,"NYC product",,,5,2,149868.5,0,30.0,"{""36"" : 1.0, ""24"" : 1.0}",24,2.0,"{""Stevie Prieto"" : 1.0, ""Gregory Hammer"" : 1.0}","Gregory Hammer",2.0,0.0,1.0,1.0,enterprise,2.0,16.45243,0,88.11553,0,6,28,2.558889,1,6.251415,1,"{""upload data"" : 1.0, ""download report"" : 2.0, ""create report"" : 1.0, ""share report"" : 1.0, ""download data"" : 1.0}","download report",5.0,"{""build a chart"" : 2.0, ""upload data"" : 3.0, ""launch a job"" : 3.0, ""sign in"" : 2.0, ""run analysis"" : 2.0, ""download report"" : 2.0, ""create report"" : 4.0, ""invite team member"" : 4.0, ""share report"" : 2.0, ""download data"" : 4.0}","create report",10.0,"{""ID_14435"" : 2.0, ""ID_14149"" : 1.0, ""ID_32507"" : 1.0, ""ID_22897"" : 2.0}",ID_14435,4.0,"{""ID_25713"" : 2.0, ""ID_18398"" : 1.0, ""ID_11200"" : 2.0, ""ID_16727"" : 2.0, ""ID_22897"" : 4.0, ""ID_28395"" : 1.0, ""ID_14149"" : 2.0, ""ID_25346"" : 1.0, ""ID_30689"" : 1.0, ""ID_39314"" : 2.0, ""ID_14435"" : 4.0, ""ID_32507"" : 2.0, ""ID_37596"" : 4.0}",ID_14435,13.0
"Solutions Virtual Architecture",2011-04-01,119484,12,2019-04-01,2018-10-01,1473,132617974,insurance,GA,Collins,30421,32.1813013,-82.1090083,enterprise,1,"Simone Rutter",1,"{""is"" : 1.0, ""good"" : 1.0, ""humble"" : 1.0, ""boy"" : 1.0, ""delivery"" : 1.0}","Delivery boy is good.Humble 🤩",9.0,0,9,2,176744.0,0,30.0,"{""36"" : 1.0, ""24"" : 1.0}",24,2.0,"{""Stevie Prieto"" : 1.0, ""Mamie Carlos"" : 1.0}","Mamie Carlos",2.0,0.0,1.0,1.0,enterprise,2.0,19.35313,0,88.41265,0,2,18,10.24931,1,9.446773,1,"{""create report"" : 2.0}","create report",1.0,"{""build a chart"" : 1.0, ""upload data"" : 2.0, ""launch a job"" : 2.0, ""sign in"" : 1.0, ""run analysis"" : 1.0, ""download report"" : 3.0, ""create report"" : 2.0, ""share report"" : 2.0, ""download data"" : 4.0}","download data",9.0,"{""ID_18398"" : 1.0, ""ID_31960"" : 1.0}",ID_18398,2.0,"{""ID_19928"" : 2.0, ""ID_18398"" : 3.0, ""ID_11200"" : 1.0, ""ID_16727"" : 2.0, ""ID_31960"" : 1.0, ""ID_21080"" : 1.0, ""ID_14149"" : 3.0, ""ID_25346"" : 1.0, ""ID_32790"" : 1.0, ""ID_14435"" : 2.0, ""ID_37596"" : 1.0}",ID_14149,11.0
"Solutions Virtual Atlantic",2011-09-01,84397,36,2014-09-01,2014-03-01,43139,4114605154,healthcare,WA,Clinton,98236,41.9054695,-90.5599971,starter_pack,0,"Tammi Manns",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,17.65729,0,117.1632,0,2,22,15.73542,1,8.02209,1,"{""share report"" : 1.0, ""download report"" : 1.0}","download report",2.0,"{""build a chart"" : 4.0, ""upload data"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 2.0, ""run analysis"" : 3.0, ""download report"" : 2.0, ""create report"" : 2.0, ""invite team member"" : 1.0, ""share report"" : 2.0, ""download data"" : 3.0}","build a chart",10.0,"{""ID_16304"" : 1.0, ""ID_39528"" : 1.0}",ID_16304,2.0,"{""ID_19820"" : 2.0, ""ID_15684"" : 2.0, ""ID_23684"" : 1.0, ""ID_21323"" : 1.0, ""ID_39528"" : 2.0, ""ID_38786"" : 2.0, ""ID_28572"" : 2.0, ""ID_16304"" : 4.0, ""ID_22454"" : 2.0, ""ID_17105"" : 2.0, ""ID_15907"" : 2.0}",ID_16304,11.0
"Solutions Virtual Atlantic",2011-09-01,17155,12,2015-09-01,2015-03-01,43139,4114605154,healthcare,WA,Clinton,98236,41.9054695,-90.5599971,starter_pack,0,"Hillary Cuellar",1,"{""amazing"" : 1.0}",Amazing,9.0,0,9,1,84397.0,0,36.0,"{""36"" : 1.0}",36,1.0,"{""Tammi Manns"" : 1.0}","Tammi Manns",1.0,0.0,0.0,1.0,starter_pack,1.0,16.70741,0,70.31884,0,3,16,5.735069,1,8.619306,1,"{""launch a job"" : 1.0, ""build a chart"" : 1.0, ""download data"" : 1.0}","build a chart",3.0,"{""build a chart"" : 3.0, ""upload data"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 1.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 2.0, ""download data"" : 3.0}","build a chart",9.0,"{""ID_30828"" : 1.0, ""ID_22454"" : 1.0, ""ID_15684"" : 1.0}",ID_15684,3.0,"{""ID_17782"" : 2.0, ""ID_15684"" : 3.0, ""ID_23684"" : 1.0, ""ID_21323"" : 1.0, ""ID_23070"" : 1.0, ""ID_16304"" : 1.0, ""ID_22454"" : 3.0, ""ID_17105"" : 1.0, ""ID_30828"" : 1.0, ""ID_15907"" : 2.0}",ID_15684,10.0
"Solutions Virtual Atlantic",2011-09-01,171165,24,2017-09-01,2017-03-01,43139,4114605154,healthcare,WA,Clinton,98236,41.9054695,-90.5599971,business_essentials,0,"Emilio Aquino",0,,"Good quality ..good looking...best price..go for it..no more negitive reason s...good charging condition",,,5,2,50776.0,0,24.0,"{""12"" : 1.0, ""36"" : 1.0}",12,2.0,"{""Hillary Cuellar"" : 1.0, ""Tammi Manns"" : 1.0}","Hillary Cuellar",2.0,0.0,0.0,2.0,starter_pack,1.0,17.89282,0,84.70029,0,3,19,10.57882,1,9.073187,1,"{""download report"" : 2.0, ""sign in"" : 1.0}","download report",2.0,"{""upload data"" : 1.0, ""launch a job"" : 3.0, ""sign in"" : 2.0, ""download report"" : 3.0, ""create report"" : 4.0, ""invite team member"" : 2.0, ""share report"" : 2.0, ""download data"" : 2.0}","create report",8.0,"{""ID_21323"" : 1.0, ""ID_23684"" : 1.0, ""ID_39528"" : 1.0}",ID_21323,3.0,"{""ID_17782"" : 2.0, ""ID_19820"" : 1.0, ""ID_32444"" : 1.0, ""ID_15684"" : 1.0, ""ID_23684"" : 1.0, ""ID_21323"" : 2.0, ""ID_23070"" : 2.0, ""ID_39528"" : 1.0, ""ID_22454"" : 1.0, ""ID_17105"" : 3.0, ""ID_30828"" : 2.0, ""ID_15907"" : 2.0}",ID_17105,12.0
"Solutions Virtual Atlantic",2011-09-01,80398,36,2020-09-01,2020-03-01,43139,4114605154,healthcare,WA,Clinton,98236,41.9054695,-90.5599971,starter_pack,0,"Rosa Groves",0,,"Good phone bettry power is good s pan was awesome good cemera performance",,,5,2,94160.0,0,18.0,"{""12"" : 1.0, ""24"" : 1.0}",12,2.0,"{""Hillary Cuellar"" : 1.0, ""Emilio Aquino"" : 1.0}","Emilio Aquino",2.0,1.0,0.0,1.0,business_essentials,2.0,24.09375,0,104.4205,0,1,11,,1,14.37438,1,"{""upload data"" : 1.0}","upload data",1.0,"{""upload data"" : 2.0, ""sign in"" : 1.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 3.0, ""download data"" : 3.0}","download data",6.0,"{""ID_30828"" : 1.0}",ID_30828,1.0,"{""ID_17782"" : 1.0, ""ID_15684"" : 1.0, ""ID_38786"" : 2.0, ""ID_16304"" : 1.0, ""ID_17105"" : 1.0, ""ID_30828"" : 1.0, ""ID_15907"" : 4.0}",ID_15907,7.0
"Solutions Virtual Atlantic",2011-09-01,113611,12,2021-09-01,2021-03-01,43139,4114605154,healthcare,WA,Clinton,98236,41.9054695,-90.5599971,business_essentials,1,"Simone Rutter",1,"{""nice"" : 1.0}",Nice,8.0,0,8,2,125781.5,0,30.0,"{""24"" : 1.0, ""36"" : 1.0}",24,2.0,"{""Emilio Aquino"" : 1.0, ""Rosa Groves"" : 1.0}","Emilio Aquino",2.0,1.0,0.0,1.0,business_essentials,2.0,6.922222,0,81.82926,0,1,15,,1,11.48522,1,"{""download report"" : 1.0}","download report",1.0,"{""build a chart"" : 3.0, ""launch a job"" : 1.0, ""sign in"" : 1.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""create report"" : 3.0, ""invite team member"" : 1.0, ""share report"" : 3.0}","build a chart",8.0,"{""ID_38786"" : 1.0}",ID_38786,1.0,"{""ID_17782"" : 2.0, ""ID_19820"" : 1.0, ""ID_15684"" : 1.0, ""ID_39528"" : 2.0, ""ID_38786"" : 3.0, ""ID_28572"" : 2.0, ""ID_16304"" : 1.0, ""ID_17105"" : 2.0, ""ID_15907"" : 1.0}",ID_38786,9.0
"Solutions Vision",2015-07-01,87709,12,2016-07-01,2016-01-01,96077,12441209713,energy,MN,Halstad,56548,47.3516282,-96.828626,business_essentials,1,"Hillary Cuellar",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,13.90729,0,122.189,0,2,22,0.2645833,1,7.609193,1,"{""share report"" : 1.0, ""invite team member"" : 1.0}","invite team member",2.0,"{""build a chart"" : 3.0, ""launch a job"" : 2.0, ""sign in"" : 4.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""create report"" : 4.0, ""invite team member"" : 3.0, ""share report"" : 3.0}","create report",8.0,"{""ID_29452"" : 1.0, ""ID_15244"" : 1.0}",ID_15244,2.0,"{""ID_29452"" : 3.0, ""ID_16114"" : 2.0, ""ID_15244"" : 2.0, ""ID_35639"" : 3.0, ""ID_27006"" : 4.0, ""ID_11144"" : 1.0, ""ID_20254"" : 6.0, ""ID_36809"" : 1.0}",ID_20254,8.0
