Customer_Name,ARR,Contract_Duration,Prediction_Point,Products_Purchased
Medicine Frontier,150465,24,2013-04-01,enterprise
Medicine Frontier,268505,36,2016-04-01,starter_pack
Medicine Galaxy,25893,12,2018-02-01,enterprise
Medicine Galaxy,53742,12,2019-02-01,starter_pack
Medicine Galaxy,10000,36,2022-02-01,starter_pack
Medicine Hill,145618,12,2020-04-01,enterprise
Medicine Hill,312338,24,2022-04-01,enterprise
Medicine Hill Provider,203282,12,2016-12-01,business_essentials
Medicine Innovation Power,199708,24,2019-12-01,business_essentials
Medicine Innovation Power,279709,12,2020-12-01,starter_pack
Medicine Interactive,165030,24,2011-08-01,enterprise
Medicine Network Architecture,136577,36,2014-04-01,enterprise
Medicine Signal Technology,136985,24,2011-10-01,business_essentials
Medicine Signal Technology,212812,12,2012-10-01,business_essentials
Medicine Signal Technology,119859,12,2013-10-01,starter_pack
Medicine Star,113107,36,2021-03-01,business_essentials
Medicine Star Electronic,140809,12,2013-10-01,enterprise
Medicine Systems,10000,36,2015-04-01,enterprise
Medicine Universal Interactive,134739,12,2017-04-01,starter_pack
Medicine Universal Interactive,194217,24,2019-04-01,starter_pack
Medicine Universal Interactive,152239,12,2020-04-01,business_essentials
Medicine Universal Interactive,111407,24,2022-04-01,business_essentials
Medicine Venture,146141,24,2013-02-01,starter_pack
Medicine Venture,315669,12,2014-02-01,starter_pack
Medicine Venture,157526,36,2017-02-01,enterprise
Medicine Venture,255907,24,2019-02-01,business_essentials
Medicine Venture,129368,36,2022-02-01,business_essentials
Medicine West,168941,36,2017-08-01,starter_pack
Net Atlantic Signal,20875,24,2022-04-01,starter_pack
Net Atlantic Software,193171,12,2018-03-01,starter_pack
Net Atlantic Software,128356,24,2020-03-01,business_essentials
Net Atlantic Software,214348,24,2022-03-01,business_essentials
Net Bell Systems,120448,12,2018-05-01,starter_pack
Net Bell Systems,44076,12,2019-05-01,business_essentials
Net Bell Systems,141811,24,2021-05-01,business_essentials
Net Design,211875,12,2017-03-01,starter_pack
Net East Design,224013,12,2019-08-01,enterprise
Net East Design,261343,12,2020-08-01,enterprise
Net East Design,193052,24,2022-08-01,enterprise
Net Federated Max,73999,12,2015-03-01,starter_pack
Net Future,102275,24,2013-09-01,enterprise
Net Future,93488,36,2016-09-01,business_essentials
Net Future Frontier,135768,36,2021-11-01,enterprise
Net Galaxy Federated,113272,36,2017-11-01,business_essentials
Net Galaxy Federated,10000,12,2018-11-01,enterprise
Net Galaxy Federated,168120,12,2019-11-01,business_essentials
Net Galaxy Federated,147497,12,2020-11-01,starter_pack
Net Galaxy Federated,145886,12,2021-11-01,starter_pack
Net Hill,147431,12,2011-06-01,enterprise
Net Interactive Consulting,115366,12,2018-06-01,starter_pack
Net Max Construction,71659,36,2015-08-01,enterprise
Net Max Construction,110539,12,2016-08-01,business_essentials
Net Max Construction,76625,12,2017-08-01,starter_pack
Net Max Construction,59389,12,2018-08-01,starter_pack
Net Max Provider,66723,24,2022-01-01,starter_pack
Net Omega,290887,24,2015-11-01,starter_pack
Net Pacific,75823,12,2012-04-01,enterprise
Net Pacific,65443,24,2014-04-01,enterprise
Net Pacific,103543,24,2016-04-01,business_essentials
Net Pacific,119547,36,2019-04-01,enterprise
Net Pacific,127902,24,2021-04-01,enterprise
Net Pacific,106122,12,2022-04-01,enterprise
Net Pacific Bell,114164,24,2012-12-01,business_essentials
Net Pacific Bell,211917,36,2015-12-01,starter_pack
Net Pacific Bell,192368,24,2017-12-01,starter_pack
Net Pacific Bell,197397,12,2018-12-01,business_essentials
Net Pacific Bell,156234,12,2019-12-01,starter_pack
Net Pacific Bell,209451,12,2020-12-01,business_essentials
Net People,177992,24,2016-01-01,business_essentials
Net People Resource,46528,24,2013-03-01,enterprise
Net People Resource,51349,12,2014-03-01,business_essentials
Net People Resource,99088,24,2016-03-01,business_essentials
Net People Resource,20909,12,2017-03-01,enterprise
Net Provider Bell,138509,12,2018-09-01,enterprise
Net Provider Bell,245445,24,2020-09-01,business_essentials
Net Provider Bell,274913,12,2021-09-01,business_essentials
Net Signal,174204,36,2021-02-01,starter_pack
Net Star,102545,36,2014-09-01,enterprise
Net Star Bell,138864,12,2011-10-01,enterprise
Net Technology Design,62732,12,2011-02-01,starter_pack
Net Virtual,100634,24,2021-02-01,enterprise
Net Virtual,151297,12,2022-02-01,business_essentials
Net Virtual Atlantic,133487,36,2013-03-01,enterprise
Net Virtual Atlantic,233343,36,2016-03-01,business_essentials
Net West,136720,12,2019-05-01,business_essentials
Net West,112055,12,2020-05-01,starter_pack
Net West,173076,12,2021-05-01,starter_pack
Net West South,227139,12,2014-11-01,starter_pack
Net West South,201742,12,2015-11-01,enterprise
Network Architecture Analysis,84322,36,2019-01-01,business_essentials
Network Architecture Analysis,99686,12,2020-01-01,enterprise
Network Data Hill,10000,12,2012-03-01,business_essentials
Network Direct Resource,282572,12,2012-08-01,business_essentials
Network Electronic Signal,47012,24,2014-02-01,starter_pack
Network Electronic Signal,57815,24,2016-02-01,enterprise
Network Electronic Solutions,82178,12,2019-11-01,enterprise
Network Electronic Solutions,90046,24,2021-11-01,business_essentials
Network Industries Telecom,148925,24,2018-07-01,starter_pack
Network Industries Telecom,178711,36,2021-07-01,business_essentials
Network Industries Telecom,290305,12,2022-07-01,enterprise
Network Omega,136359,24,2017-06-01,business_essentials
Network Omega,75773,24,2019-06-01,business_essentials
Network Omega,147820,12,2020-06-01,business_essentials
Network Omega,86371,24,2022-06-01,enterprise
Network Power,81090,36,2018-02-01,enterprise
Network Power,48192,24,2020-02-01,business_essentials
Network Power,120052,12,2021-02-01,starter_pack
Network Research Signal,189728,12,2016-07-01,starter_pack
Network Solutions,106026,12,2015-12-01,business_essentials
Network Star,189787,12,2015-12-01,business_essentials
Network Vision Frontier,188825,24,2014-12-01,enterprise
Network Vision Frontier,137466,12,2015-12-01,enterprise
Network Vision Frontier,78042,36,2018-12-01,business_essentials
Network Vision Frontier,286259,24,2020-12-01,business_essentials
Network Vision North,10000,36,2021-06-01,starter_pack
Network Vision Telecom,186482,12,2011-05-01,business_essentials
North Building South,201607,24,2011-09-01,starter_pack
North Building South,290917,12,2012-09-01,enterprise
North Building South,239078,24,2014-09-01,business_essentials
North Construction,105831,12,2015-05-01,business_essentials
North Electronic,71186,24,2022-02-01,starter_pack
North Industries Future,10000,12,2018-01-01,enterprise
North Industries Future,13968,36,2021-01-01,starter_pack
North Industries Future,15763,12,2022-01-01,starter_pack
North Industries West,176835,12,2016-08-01,business_essentials
North Industries West,83561,12,2017-08-01,business_essentials
North Industries West,81214,12,2018-08-01,business_essentials
North Industries West,10000,24,2020-08-01,business_essentials
North Industries West,329131,24,2022-08-01,enterprise
North Innovation Signal,202893,12,2020-04-01,business_essentials
North Interactive Galaxy,64331,24,2015-04-01,enterprise
North Interactive Galaxy,97952,36,2018-04-01,business_essentials
North Interactive Galaxy,87119,12,2019-04-01,business_essentials
North Medicine Galaxy,10000,12,2011-06-01,starter_pack
North Medicine Galaxy,13934,12,2012-06-01,starter_pack
North Net Innovation,236478,36,2021-07-01,starter_pack
North Net Innovation,386420,12,2022-07-01,starter_pack
North North,83927,12,2017-01-01,business_essentials
North People General,89644,12,2013-03-01,business_essentials
North Provider Star,10000,24,2017-04-01,enterprise
North Research Power,88862,24,2020-02-01,business_essentials
North Research Power,110605,12,2021-02-01,enterprise
North Research Power,79527,12,2022-02-01,starter_pack
North Signal Adventure,150503,12,2016-09-01,starter_pack
North Signal Adventure,191500,24,2018-09-01,business_essentials
North Signal Adventure,134941,12,2019-09-01,business_essentials
North South Research,186651,12,2015-04-01,business_essentials
North Speed Interactive,216067,12,2018-01-01,starter_pack
North Speed Interactive,420716,36,2021-01-01,business_essentials
North Speed Internet,58640,24,2017-06-01,starter_pack
North Star Advanced,70518,36,2020-04-01,starter_pack
North Universal,107460,24,2014-04-01,starter_pack
North Universal,185383,12,2015-04-01,starter_pack
North Universal,112731,12,2016-04-01,enterprise
North Universal,187701,12,2017-04-01,business_essentials
North Universal,196936,12,2018-04-01,business_essentials
North Universal West,108455,36,2012-11-01,enterprise
North Universal West,156442,24,2014-11-01,starter_pack
North Universal West,232317,24,2016-11-01,enterprise
North Universal West,199917,12,2017-11-01,starter_pack
North Universal West,119670,36,2020-11-01,enterprise
Omega Data Speed,68563,24,2017-08-01,business_essentials
Omega Electronic Future,139935,36,2018-04-01,starter_pack
Omega Galaxy Graphics,118102,36,2020-10-01,business_essentials
Omega Graphics,141251,12,2011-02-01,starter_pack
Omega Pacific,221168,24,2020-08-01,business_essentials
Omega People Graphics,10000,24,2021-04-01,starter_pack
Omega Signal,157150,24,2016-08-01,starter_pack
Omega Signal Application,150302,36,2014-03-01,starter_pack
Omega Solutions,152069,24,2016-06-01,starter_pack
Omega Solutions Source,209829,36,2019-05-01,business_essentials
Omega Solutions Source,445202,36,2022-05-01,enterprise
Omega Source North,72245,36,2015-06-01,business_essentials
Omega Source North,126429,12,2016-06-01,starter_pack
Omega Source North,107405,36,2019-06-01,business_essentials
Omega Source North,85764,12,2020-06-01,enterprise
Omega Telecom Bell,219288,24,2016-12-01,enterprise
Omega Telecom Bell,253962,12,2017-12-01,starter_pack
Omega Telecom Bell,63997,12,2018-12-01,business_essentials
Omega Telecom Bell,427651,24,2020-12-01,starter_pack
Omega Telecom Bell,141215,12,2021-12-01,enterprise
Omega Venture Research,59588,12,2015-03-01,business_essentials
Omega Venture Research,47859,12,2016-03-01,enterprise
Omega Virtual,141491,12,2015-03-01,enterprise
Omega Virtual,308003,24,2017-03-01,business_essentials
Omega Virtual,326528,36,2020-03-01,starter_pack
Omega Vision,109725,36,2019-05-01,starter_pack
Omega West Venture,121156,12,2019-01-01,enterprise
Pacific Atlantic Technology,237340,12,2015-12-01,enterprise
Pacific Consulting Atlantic,160141,12,2012-06-01,starter_pack
Pacific Consulting Atlantic,288505,12,2013-06-01,business_essentials
Pacific Consulting Atlantic,240615,12,2014-06-01,starter_pack
Pacific Consulting Atlantic,377875,12,2015-06-01,business_essentials
Pacific Consulting Net,136873,12,2013-12-01,starter_pack
Pacific Contract Alpha,93317,12,2014-05-01,business_essentials
Pacific Digital Industries,181798,36,2012-12-01,enterprise
Pacific Electronics,136396,36,2014-05-01,starter_pack
Pacific Electronics,143237,24,2016-05-01,business_essentials
Pacific Electronics,224612,36,2019-05-01,starter_pack
Pacific Electronics,114816,12,2020-05-01,starter_pack
Pacific Graphics,112877,12,2020-10-01,starter_pack
Pacific Graphics,95097,12,2021-10-01,starter_pack
Pacific Hardware,143111,12,2013-11-01,starter_pack
Pacific Hardware,293451,12,2014-11-01,enterprise
Pacific Hardware,80124,36,2017-11-01,starter_pack
Pacific Hardware,95135,24,2019-11-01,business_essentials
Pacific Internet General,113061,12,2015-05-01,starter_pack
Pacific Max,183396,12,2020-06-01,enterprise
Pacific Net,163551,24,2013-03-01,starter_pack
Pacific Provider Speed,133889,24,2012-08-01,starter_pack
Pacific Provider Speed,292307,24,2014-08-01,enterprise
Pacific Provider Speed,158782,24,2016-08-01,business_essentials
Pacific Provider Speed,158573,24,2018-08-01,starter_pack
Pacific Star Internet,73755,12,2018-01-01,business_essentials
Pacific Star Internet,119150,24,2020-01-01,starter_pack
Pacific Star Internet,157627,12,2021-01-01,starter_pack
Pacific Star Internet,88701,12,2022-01-01,starter_pack
Pacific Telecom,111071,24,2014-11-01,starter_pack
Pacific Vision,161949,24,2018-02-01,enterprise
Pacific Vision,153309,36,2021-02-01,starter_pack
Pacific Vision Research,141471,36,2012-10-01,business_essentials
Pacific Vision Research,10000,12,2013-10-01,enterprise
Pacific Vision Research,163411,24,2015-10-01,starter_pack
Pacific Vision Research,35879,12,2016-10-01,business_essentials
Pacific Vision Research,124166,12,2017-10-01,business_essentials
People Adventure,223756,24,2021-03-01,starter_pack
People Application,128000,12,2017-11-01,enterprise
People Application Adventure,144402,24,2022-01-01,enterprise
People Construction Advanced,10000,12,2013-07-01,enterprise
People Design Software,126904,24,2012-11-01,starter_pack
People Design Software,167771,36,2015-11-01,starter_pack
People Design Software,84331,12,2016-11-01,starter_pack
People Design Software,61065,36,2019-11-01,starter_pack
People Future,129510,36,2013-08-01,starter_pack
People Future,342395,36,2016-08-01,starter_pack
People Future,214298,12,2017-08-01,enterprise
People General,75855,36,2013-02-01,enterprise
People Graphics,39367,24,2017-08-01,business_essentials
People Internet Star,255316,24,2016-07-01,starter_pack
People Internet Star,219398,12,2017-07-01,starter_pack
People Internet Star,445792,12,2018-07-01,starter_pack
People Internet Star,533009,24,2020-07-01,business_essentials
People Net Innovation,153572,36,2016-04-01,enterprise
People Net Vision,168259,12,2017-04-01,enterprise
People Net Vision,366570,12,2018-04-01,enterprise
People Net Vision,128569,24,2020-04-01,enterprise
People North East,145844,24,2011-07-01,enterprise
People North Future,18417,12,2020-05-01,starter_pack
People North Future,30642,12,2021-05-01,business_essentials
People Research Atlantic,158682,12,2018-10-01,starter_pack
People Solutions North,182418,12,2020-12-01,starter_pack
People Solutions Signal,171357,12,2017-06-01,business_essentials
People Star Venture,189083,36,2022-08-01,business_essentials
People Systems Graphics,91094,12,2020-06-01,business_essentials
People Vision,175584,24,2019-01-01,enterprise
People Vision Construction,159589,12,2010-12-01,enterprise
People Vision Construction,116767,24,2012-12-01,enterprise
People Vision Construction,338914,36,2015-12-01,business_essentials
Power Adventure Digital,146318,36,2019-12-01,starter_pack
Power Adventure Galaxy,45948,24,2020-08-01,business_essentials
Power Alpha Data,127420,24,2013-10-01,business_essentials
Power Alpha Data,140761,36,2016-10-01,enterprise
Power Alpha Data,177551,12,2017-10-01,enterprise
Power Alpha Data,141123,36,2020-10-01,business_essentials
Power Alpha Data,131657,12,2021-10-01,starter_pack
Power Application Signal,199863,12,2020-04-01,starter_pack
Power Contract Pacific,220979,36,2013-09-01,enterprise
Power Hill Speed,193313,36,2015-01-01,business_essentials
Power Industries,92439,24,2020-03-01,business_essentials
Power Industries,27022,12,2021-03-01,enterprise
Power Interactive,72546,24,2013-10-01,enterprise
Power Internet People,160430,12,2016-09-01,enterprise
Power Internet People,184965,12,2017-09-01,starter_pack
Power Net Omega,142031,12,2011-09-01,business_essentials
Power North,124275,36,2014-07-01,starter_pack
Power People,76129,12,2010-08-01,enterprise
Power People,14357,12,2011-08-01,enterprise
Power People,125315,36,2014-08-01,starter_pack
Power People,83254,24,2016-08-01,business_essentials
Power People,105279,12,2017-08-01,starter_pack
Power People,47687,12,2018-08-01,enterprise
Power People West,194946,24,2022-03-01,enterprise
Power Studio,121702,36,2015-04-01,starter_pack
Power Studio,206571,12,2016-04-01,enterprise
Power Studio,137380,36,2019-04-01,business_essentials
Power Studio,116051,12,2020-04-01,enterprise
Power Studio,154363,24,2022-04-01,business_essentials
Power Telecom,101478,12,2019-11-01,enterprise
Power Telecom,107352,24,2021-11-01,starter_pack
Power Universal Star,168469,12,2015-07-01,enterprise
Power Universal Star,176081,24,2017-07-01,enterprise
Power Universal Star,141295,12,2018-07-01,business_essentials
Power Universal Star,10000,36,2021-07-01,enterprise
Provider Electronic Research,159032,12,2020-08-01,enterprise
Provider Electronic Research,85389,12,2021-08-01,business_essentials
Provider Federated Pacific,87618,24,2013-05-01,business_essentials
Provider Federated Pacific,185672,24,2015-05-01,starter_pack
Provider Hill,83347,12,2020-05-01,enterprise
Provider Hill Star,52102,24,2017-04-01,enterprise
Provider Industries Electronic,100639,12,2021-03-01,enterprise
Provider Industries Electronic,117390,12,2022-03-01,business_essentials
Provider Interactive Application,117826,12,2020-08-01,business_essentials
Provider Max South,172197,12,2021-01-01,enterprise
Provider Max South,349500,12,2022-01-01,enterprise
Provider Net Star,143592,12,2011-06-01,starter_pack
Provider North Software,46047,36,2018-06-01,enterprise
Provider North Software,53203,12,2019-06-01,business_essentials
Provider North Software,50809,12,2020-06-01,enterprise
Provider North Software,10000,24,2022-06-01,enterprise
Provider Software,144687,12,2018-03-01,starter_pack
Provider Software South,186624,12,2021-02-01,enterprise
Provider Software Systems,37303,24,2022-06-01,enterprise
Provider Studio Hardware,102774,24,2018-05-01,business_essentials
Provider Systems,124903,24,2013-05-01,enterprise
Provider Technology,197727,24,2012-08-01,enterprise
Provider Technology,254550,12,2013-08-01,business_essentials
Provider Universal Star,122724,12,2019-08-01,business_essentials
Provider Universal Star,230894,12,2020-08-01,starter_pack
Provider Universal Star,102238,24,2022-08-01,enterprise
Provider Universal Virtual,102390,24,2021-04-01,starter_pack
Research Architecture Direct,10000,12,2019-11-01,business_essentials
Research Architecture Direct,10000,24,2021-11-01,enterprise
Research Contract,10000,12,2013-05-01,starter_pack
Research Frontier South,82948,24,2013-10-01,enterprise
Research Frontier South,196479,24,2015-10-01,enterprise
Research Frontier South,181375,12,2016-10-01,business_essentials
Research Frontier South,74490,36,2019-10-01,enterprise
Research Frontier South,72423,24,2021-10-01,business_essentials
Research Industries Hill,123517,24,2021-12-01,starter_pack
Research Innovation People,157274,24,2011-07-01,starter_pack
Research Power Construction,232706,36,2020-06-01,business_essentials
Research Provider South,181164,24,2022-03-01,starter_pack
Research Software West,10000,36,2020-11-01,starter_pack
Research Software West,10000,12,2021-11-01,business_essentials
Research Solutions Contract,180097,24,2020-04-01,business_essentials
Research Solutions Contract,95442,24,2022-04-01,starter_pack
Research Speed Direct,180855,12,2016-02-01,business_essentials
Research Systems Vision,158762,12,2017-11-01,business_essentials
Resource Advanced Construction,104932,24,2019-05-01,enterprise
Resource Advanced Construction,112812,12,2020-05-01,starter_pack
Resource Advanced Construction,98057,12,2021-05-01,business_essentials
Resource Advanced Construction,52255,12,2022-05-01,starter_pack
Resource Alpha,100795,12,2015-11-01,enterprise
Resource Construction Innovation,208924,36,2016-09-01,business_essentials
Resource Construction Innovation,367135,12,2017-09-01,enterprise
Resource Construction Innovation,271827,24,2019-09-01,enterprise
Resource Data General,140315,12,2018-04-01,business_essentials
Resource Hardware Adventure,112510,12,2013-12-01,business_essentials
Resource Hill,154535,12,2011-10-01,starter_pack
Resource Hill Atlantic,107824,12,2010-11-01,business_essentials
Resource Hill Atlantic,134994,12,2011-11-01,starter_pack
Resource Hill Atlantic,138494,12,2012-11-01,enterprise
Resource Hill Atlantic,26872,12,2013-11-01,starter_pack
Resource Innovation West,131435,12,2017-07-01,business_essentials
Resource Innovation West,258495,12,2018-07-01,enterprise
Resource Innovation West,300836,12,2019-07-01,starter_pack
Resource Interactive,150854,12,2010-10-01,business_essentials
Resource Interactive,215840,12,2011-10-01,enterprise
Resource Interactive,101925,12,2012-10-01,enterprise
Resource Interactive,203545,12,2013-10-01,starter_pack
Resource Internet Studio,105231,24,2021-01-01,business_essentials
Resource Network Virtual,152929,24,2013-08-01,business_essentials
Resource Network Virtual,162349,12,2014-08-01,enterprise
Resource Network Virtual,327584,12,2015-08-01,starter_pack
Resource Network Virtual,241150,36,2018-08-01,business_essentials
Resource Network Virtual,130986,24,2020-08-01,starter_pack
Resource People,201284,12,2016-04-01,enterprise
Resource Signal Net,77383,24,2019-02-01,enterprise
Resource Signal Net,95698,36,2022-02-01,enterprise
Resource Solutions Architecture,176585,36,2018-11-01,business_essentials
Resource Solutions Architecture,43197,12,2019-11-01,enterprise
Resource Solutions Architecture,225260,12,2020-11-01,starter_pack
Resource Source,38486,24,2012-05-01,enterprise
Resource Source,52346,12,2013-05-01,enterprise
Resource Source,55048,12,2014-05-01,starter_pack
Resource Source,68031,24,2016-05-01,business_essentials
Resource South North,189654,12,2014-07-01,starter_pack
Resource South North,127746,12,2015-07-01,enterprise
Resource South North,131587,24,2017-07-01,business_essentials
Resource South North,296805,12,2018-07-01,starter_pack
Resource South North,172700,24,2020-07-01,starter_pack
Resource South North,207450,12,2021-07-01,starter_pack
Resource South North,96063,12,2022-07-01,business_essentials
Resource Speed,157871,12,2013-09-01,starter_pack
Resource Speed,198325,12,2014-09-01,starter_pack
Resource Speed,210727,24,2016-09-01,enterprise
Resource Star Graphics,120284,24,2017-01-01,starter_pack
Resource Telecom Omega,346896,12,2020-04-01,business_essentials
Resource Telecom Omega,368262,12,2021-04-01,starter_pack
Resource Telecom Omega,253231,12,2022-04-01,enterprise
Resource Virtual,10000,12,2013-01-01,starter_pack
Resource Virtual,10000,36,2016-01-01,enterprise
Resource Virtual Solutions,160648,24,2013-09-01,starter_pack
Resource Virtual Solutions,227589,12,2014-09-01,starter_pack
Resource Virtual Solutions,200080,12,2015-09-01,enterprise
Resource Virtual Solutions,183052,36,2018-09-01,enterprise
Resource Vision,232555,12,2017-02-01,starter_pack
Resource Vision,234509,36,2020-02-01,starter_pack
Resource Vision,437298,24,2022-02-01,business_essentials
Signal Building,53653,24,2019-01-01,business_essentials
Signal Building,52892,12,2020-01-01,enterprise
Signal Building,71657,12,2021-01-01,business_essentials
Signal Contract,72135,12,2012-07-01,starter_pack
Signal Contract,96565,24,2014-07-01,business_essentials
Signal Contract,115085,24,2016-07-01,starter_pack
Signal Electronics,147869,12,2019-12-01,business_essentials
Signal Frontier,105724,12,2013-04-01,enterprise
Signal Frontier,156343,12,2014-04-01,starter_pack
Signal Net,135449,24,2021-04-01,enterprise
Signal Net,271301,12,2022-04-01,enterprise
Signal Network,64678,36,2013-07-01,starter_pack
Signal Network,25561,24,2015-07-01,enterprise
Signal Network,87371,12,2016-07-01,starter_pack
Signal Network,110561,12,2017-07-01,business_essentials
Signal North Vision,103535,12,2017-08-01,business_essentials
Signal North Vision,119603,24,2019-08-01,enterprise
Signal People,138772,24,2011-09-01,enterprise
Signal People,176368,12,2012-09-01,business_essentials
Signal People Consulting,57155,12,2020-08-01,starter_pack
Signal People Consulting,13911,24,2022-08-01,enterprise
Signal Star Construction,56783,12,2010-09-01,business_essentials
Signal Technology,10000,36,2019-05-01,business_essentials
Signal Vision,147263,12,2013-02-01,starter_pack
Software Adventure Building,84540,12,2016-08-01,enterprise
Software Adventure Building,118119,24,2018-08-01,enterprise
Software Adventure Building,169733,12,2019-08-01,starter_pack
Software Adventure Building,138683,12,2020-08-01,enterprise
Software Architecture Max,132086,36,2014-04-01,enterprise
Software Architecture Vision,202177,24,2019-03-01,starter_pack
Software Building,187724,12,2015-11-01,enterprise
Software Contract,104084,36,2017-06-01,enterprise
Software Contract,34186,12,2018-06-01,starter_pack
Software Contract,174026,12,2019-06-01,starter_pack
Software Contract,198533,24,2021-06-01,starter_pack
Software Contract,160911,12,2022-06-01,business_essentials
Software East Technology,209289,12,2014-09-01,enterprise
Software East Technology,400605,24,2016-09-01,business_essentials
Software East Technology,326078,12,2017-09-01,enterprise
Software East Technology,225812,36,2020-09-01,business_essentials
Software East Technology,24808,12,2021-09-01,business_essentials
Software Electronic Bell,35203,24,2013-04-01,enterprise
Software Electronic Vision,10000,24,2017-04-01,starter_pack
Software Electronics Adventure,67487,12,2014-12-01,business_essentials
Software Federated North,120864,12,2018-02-01,business_essentials
Software Federated North,156385,12,2019-02-01,enterprise
Software Federated North,210461,12,2020-02-01,starter_pack
Software Federated North,103634,12,2021-02-01,starter_pack
Software Frontier,323946,36,2020-04-01,business_essentials
Software Frontier,274172,24,2022-04-01,enterprise
Software Future Star,47376,12,2018-06-01,starter_pack
Software Future Studio,142262,12,2017-07-01,enterprise
Software Graphics Bell,94267,12,2017-02-01,starter_pack
Software Innovation Pacific,223270,24,2021-11-01,starter_pack
Software People Internet,91749,12,2020-01-01,starter_pack
Software People Internet,170599,12,2021-01-01,enterprise
Software Solutions Net,193696,12,2021-06-01,enterprise
Software Studio Net,171900,24,2012-09-01,enterprise
Software Universal Analysis,105920,24,2017-05-01,business_essentials
Software Universal Analysis,149265,24,2019-05-01,enterprise
Software Universal Analysis,98522,12,2020-05-01,starter_pack
Software Universal Electronic,87917,12,2010-11-01,business_essentials
Software Venture,148743,24,2018-04-01,enterprise
Software Venture Vision,108259,12,2015-04-01,business_essentials
Software Venture Vision,221139,24,2017-04-01,enterprise
Software Venture Vision,101304,12,2018-04-01,starter_pack
Software Venture Vision,158510,12,2019-04-01,starter_pack
Software Vision Application,116886,24,2020-03-01,enterprise
Software Vision Application,144110,24,2022-03-01,business_essentials
Software West Frontier,119549,12,2011-05-01,enterprise
Solutions Advanced Solutions,78018,12,2020-02-01,enterprise
Solutions Advanced Solutions,76605,24,2022-02-01,starter_pack
Solutions Bell,101809,12,2013-11-01,starter_pack
Solutions Bell Application,183134,36,2020-05-01,business_essentials
Solutions Bell Application,354823,24,2022-05-01,business_essentials
Solutions Building,175276,12,2017-08-01,business_essentials
Solutions Building,395443,12,2018-08-01,starter_pack
Solutions Building,215346,12,2019-08-01,starter_pack
Solutions Construction Pacific,40783,12,2012-07-01,enterprise
Solutions Construction Pacific,62321,12,2013-07-01,starter_pack
Solutions Design Hardware,274784,12,2018-06-01,business_essentials
Solutions Digital,46524,12,2014-05-01,starter_pack
Solutions Direct Source,166929,24,2013-02-01,starter_pack
Solutions East,39657,12,2018-08-01,business_essentials
Solutions East,59420,12,2019-08-01,starter_pack
Solutions Electronics People,86032,24,2014-03-01,business_essentials
Solutions Federated North,108908,12,2018-11-01,business_essentials
Solutions Federated North,96152,12,2019-11-01,business_essentials
Solutions Federated North,117931,12,2020-11-01,enterprise
Solutions Federated North,160317,12,2021-11-01,business_essentials
Solutions Galaxy Atlantic,10000,24,2012-06-01,starter_pack
Solutions Graphics,80908,12,2014-11-01,enterprise
Solutions Graphics,58316,36,2017-11-01,business_essentials
Solutions Graphics,70004,12,2018-11-01,starter_pack
Solutions Hardware,262718,24,2014-08-01,starter_pack
Solutions Interactive,87837,12,2014-05-01,business_essentials
Solutions Interactive Alpha,190416,24,2021-11-01,starter_pack
Solutions Internet Signal,18496,12,2011-10-01,starter_pack
Solutions Internet Signal,10636,12,2012-10-01,business_essentials
Solutions Internet Signal,15839,12,2013-10-01,starter_pack
Solutions Net,208005,12,2012-08-01,starter_pack
Solutions North,107429,12,2011-10-01,enterprise
Solutions North Frontier,84935,12,2010-10-01,enterprise
Solutions People,156167,24,2019-11-01,business_essentials
Solutions Research Net,172169,36,2020-04-01,enterprise
Solutions Research Net,78594,24,2022-04-01,enterprise
Solutions Solutions,92203,12,2011-08-01,business_essentials
Solutions Solutions,216766,12,2012-08-01,business_essentials
Solutions Solutions,105229,24,2014-08-01,enterprise
Solutions Solutions,126082,24,2016-08-01,starter_pack
Solutions Solutions,79744,24,2018-08-01,starter_pack
Solutions Solutions,171712,24,2020-08-01,starter_pack
Solutions Source,10000,12,2012-05-01,business_essentials
Solutions Star People,116937,12,2018-11-01,enterprise
Solutions Studio Source,155377,24,2020-12-01,business_essentials
Solutions Technology Net,142400,36,2014-06-01,enterprise
Solutions Universal,139542,24,2022-01-01,enterprise
Solutions Venture Architecture,173316,12,2012-09-01,starter_pack
Solutions Virtual Pacific,174030,12,2018-11-01,starter_pack
Source Application Analysis,76605,24,2019-04-01,starter_pack
Source Electronics East,153716,36,2019-12-01,enterprise
Source Future,124342,36,2018-01-01,starter_pack
Source Future,164934,12,2019-01-01,enterprise
Source Future Signal,142327,12,2016-01-01,enterprise
Source Future Signal,108090,36,2019-01-01,enterprise
Source Future Signal,192181,24,2021-01-01,business_essentials
Source Graphics Star,74152,12,2017-10-01,enterprise
Source Graphics Star,72260,36,2020-10-01,starter_pack
Source Industries Technology,10000,12,2011-01-01,enterprise
Source Industries Technology,10000,36,2014-01-01,business_essentials
Source Internet Net,16880,12,2017-01-01,enterprise
Source Medicine Atlantic,79422,12,2014-06-01,business_essentials
Source Virtual Design,72624,36,2013-06-01,starter_pack
Source Vision Star,125610,24,2019-10-01,enterprise
South Advanced Contract,10000,12,2020-07-01,business_essentials
South Analysis,176060,12,2014-10-01,enterprise
South Analysis,161319,12,2015-10-01,enterprise
South Analysis,193413,24,2017-10-01,starter_pack
South Analysis,176421,12,2018-10-01,enterprise
